word,occurrences,frequency
yupppe,1,0.008218952905399852
salvia,1,0.008218952905399852
cline,1,0.008218952905399852
dota2,1,0.008218952905399852
cling,1,0.008218952905399852
footlock,1,0.008218952905399852
elaine56402682,1,0.008218952905399852
dioniso,1,0.008218952905399852
iphon,7,0.05753267033779896
digitalcoutur,1,0.008218952905399852
nhtc,1,0.008218952905399852
damienmcguin,1,0.008218952905399852
backyard,1,0.008218952905399852
circumst,1,0.008218952905399852
theescapegam,1,0.008218952905399852
mexican,7,0.05753267033779896
gmamakerspac,1,0.008218952905399852
pant,4,0.03287581162159941
fraser,1,0.008218952905399852
neuprei,1,0.008218952905399852
pane,1,0.008218952905399852
iqnt,1,0.008218952905399852
ihsnet,1,0.008218952905399852
html,1,0.008218952905399852
feb17,1,0.008218952905399852
seauxcocoa,1,0.008218952905399852
radio1,2,0.016437905810799704
evilmanipul,1,0.008218952905399852
radio2,2,0.016437905810799704
shemal,5,0.04109476452699926
consign,3,0.024656858716199558
marsmariaa,1,0.008218952905399852
pegasus,9,0.07397057614859867
olivia,4,0.03287581162159941
odin,2,0.016437905810799704
jsda,1,0.008218952905399852
swimsuit,1,0.008218952905399852
harbor,2,0.016437905810799704
achiev,12,0.09862743486479823
truthi,1,0.008218952905399852
veggiegril,5,0.04109476452699926
week,111,0.9123037724993837
kajal,1,0.008218952905399852
portug,20,0.16437905810799705
corfuisland,2,0.016437905810799704
bonham,1,0.008218952905399852
bcci,1,0.008218952905399852
fuwajellyfish,1,0.008218952905399852
tiramisu,1,0.008218952905399852
timyhouserul,6,0.049313717432399116
smuggl,2,0.016437905810799704
highway,1,0.008218952905399852
viol,1,0.008218952905399852
wintercolour,1,0.008218952905399852
lifestyl,3,0.024656858716199558
nurtureproject,2,0.016437905810799704
binchivalri,1,0.008218952905399852
reproach,1,0.008218952905399852
gmbzi,1,0.008218952905399852
evv,1,0.008218952905399852
w,115,0.945179584120983
trv,1,0.008218952905399852
1jazzyjeff,1,0.008218952905399852
number,21,0.1725980110133969
planetofzeus,1,0.008218952905399852
rockingdoceri,1,0.008218952905399852
aggelo,1,0.008218952905399852
mysticgreec,1,0.008218952905399852
headi,1,0.008218952905399852
relationship,24,0.19725486972959647
pumpkinsforal,1,0.008218952905399852
consult,9,0.07397057614859867
celinajait,1,0.008218952905399852
rampant,5,0.04109476452699926
grace,12,0.09862743486479823
obama,29,0.23834963425659572
iranian,2,0.016437905810799704
detractor,1,0.008218952905399852
observatori,1,0.008218952905399852
aggelopoulo,1,0.008218952905399852
arenb72,2,0.016437905810799704
rrcef,1,0.008218952905399852
bhk,1,0.008218952905399852
crispsv,1,0.008218952905399852
keepcltbor,1,0.008218952905399852
bhe,1,0.008218952905399852
bhp,1,0.008218952905399852
ballerina,2,0.016437905810799704
equival,1,0.008218952905399852
feelinggood,1,0.008218952905399852
physiqu,3,0.024656858716199558
neslihanatagul,1,0.008218952905399852
pipelin,3,0.024656858716199558
lavend,1,0.008218952905399852
clixsens,1,0.008218952905399852
plan,63,0.5177940330401907
wive,1,0.008218952905399852
plab,1,0.008218952905399852
radisson,1,0.008218952905399852
exg,1,0.008218952905399852
tpc,1,0.008218952905399852
exc,1,0.008218952905399852
exa,1,0.008218952905399852
sssourabh,1,0.008218952905399852
exl,2,0.016437905810799704
tpl,1,0.008218952905399852
cover,27,0.22191172844579599
exk,1,0.008218952905399852
tpi,1,0.008218952905399852
tph,1,0.008218952905399852
tpu,1,0.008218952905399852
tps,1,0.008218952905399852
h2h,3,0.024656858716199558
exp,4,0.03287581162159941
asus,3,0.024656858716199558
tpz,1,0.008218952905399852
tpx,1,0.008218952905399852
fariasecc,1,0.008218952905399852
session,5,0.04109476452699926
reput,4,0.03287581162159941
kbakoyanni,1,0.008218952905399852
impact,15,0.12328429358099777
ambidextr,1,0.008218952905399852
1468,1,0.008218952905399852
grecia,22,0.18081696391879673
thennnnn,1,0.008218952905399852
matteb,1,0.008218952905399852
1400,1,0.008218952905399852
thoth,1,0.008218952905399852
abbotsford,1,0.008218952905399852
croatia,5,0.04109476452699926
dych,1,0.008218952905399852
sew,3,0.024656858716199558
set,73,0.5999835620941892
ses,1,0.008218952905399852
ser,1,0.008218952905399852
sep,1,0.008218952905399852
overwhelm,2,0.016437905810799704
appalachian,2,0.016437905810799704
hymnfortheweekend,1,0.008218952905399852
sex,419,3.4437412673625376
see,170,1.3972219939179749
sec,5,0.04109476452699926
resmi,1,0.008218952905399852
sea,44,0.36163392783759346
seo,4,0.03287581162159941
blogrol,1,0.008218952905399852
sem,1,0.008218952905399852
sel,1,0.008218952905399852
nslp,1,0.008218952905399852
talant,1,0.008218952905399852
nope,4,0.03287581162159941
hooter,1,0.008218952905399852
adma,1,0.008218952905399852
ehic,1,0.008218952905399852
jaredabbrederi,2,0.016437905810799704
ecovillag,1,0.008218952905399852
ikan,1,0.008218952905399852
doorsofgreec,1,0.008218952905399852
pagal,1,0.008218952905399852
learn487,2,0.016437905810799704
insinu,1,0.008218952905399852
whole,29,0.23834963425659572
testedbylif,1,0.008218952905399852
bfbpremium,1,0.008218952905399852
lojn,1,0.008218952905399852
drunk,10,0.08218952905399853
paralel,1,0.008218952905399852
akba,1,0.008218952905399852
leon,1,0.008218952905399852
sanderwagn,1,0.008218952905399852
communiti,40,0.3287581162159941
synth,1,0.008218952905399852
syracus,4,0.03287581162159941
fire,29,0.23834963425659572
surma,1,0.008218952905399852
wheeler,1,0.008218952905399852
fira,5,0.04109476452699926
fund,19,0.1561601052025972
fung,1,0.008218952905399852
mrrchip,1,0.008218952905399852
nongr,1,0.008218952905399852
responsibl,1,0.008218952905399852
funk,2,0.016437905810799704
freesampl,1,0.008218952905399852
x16mm,1,0.008218952905399852
sprwf,1,0.008218952905399852
huffington,3,0.024656858716199558
moto,1,0.008218952905399852
liberabbtk,1,0.008218952905399852
baybe,1,0.008218952905399852
audc,1,0.008218952905399852
audi,5,0.04109476452699926
decor,16,0.13150324648639763
aleppo,4,0.03287581162159941
decod,1,0.008218952905399852
lxu,1,0.008218952905399852
ingot,3,0.024656858716199558
gobeav,1,0.008218952905399852
teeter,1,0.008218952905399852
ddlovato,1,0.008218952905399852
joannecrew,1,0.008218952905399852
walmart,1,0.008218952905399852
draney,1,0.008218952905399852
lxk,1,0.008218952905399852
ingon,1,0.008218952905399852
recent,23,0.1890359168241966
steventinel,1,0.008218952905399852
suprabha,1,0.008218952905399852
aghia,1,0.008218952905399852
kabuki,1,0.008218952905399852
almurray,1,0.008218952905399852
bilater,11,0.09040848195939837
militiamen,1,0.008218952905399852
ebatterson,1,0.008218952905399852
simg,1,0.008218952905399852
simh,1,0.008218952905399852
simo,1,0.008218952905399852
gortyna,1,0.008218952905399852
unitrust,1,0.008218952905399852
spoxf,1,0.008218952905399852
anafi,1,0.008218952905399852
40000,1,0.008218952905399852
homeland,2,0.016437905810799704
kmooreorang,1,0.008218952905399852
instagapp,3,0.024656858716199558
cemalfanbas,1,0.008218952905399852
sienna,1,0.008218952905399852
kaylamegwa,1,0.008218952905399852
milena,1,0.008218952905399852
spiritsandskeleton,1,0.008218952905399852
lenin,1,0.008218952905399852
ecomm,1,0.008218952905399852
b4,5,0.04109476452699926
b1,1,0.008218952905399852
sight,1,0.008218952905399852
b3,1,0.008218952905399852
b8,1,0.008218952905399852
b9,6,0.049313717432399116
atsipra,4,0.03287581162159941
lamin,1,0.008218952905399852
mtnew,1,0.008218952905399852
machin,11,0.09040848195939837
bf,1,0.008218952905399852
bg,2,0.016437905810799704
ba,2,0.016437905810799704
bb,6,0.049313717432399116
bc,53,0.4356045039861921
bl,4,0.03287581162159941
bn,8,0.06575162324319882
bo,14,0.11506534067559793
bh,1,0.008218952905399852
agreement,4,0.03287581162159941
bj,1,0.008218952905399852
bk,7,0.05753267033779896
bt,2,0.016437905810799704
bu,2,0.016437905810799704
bv,1,0.008218952905399852
hailatlanti,1,0.008218952905399852
santa,7,0.05753267033779896
bs,3,0.024656858716199558
santo,4,0.03287581162159941
michihira,1,0.008218952905399852
bx,1,0.008218952905399852
treyschaf,1,0.008218952905399852
bz,2,0.016437905810799704
geauxin,1,0.008218952905399852
revolut,5,0.04109476452699926
jonno,1,0.008218952905399852
brexitislik,1,0.008218952905399852
hesaf,1,0.008218952905399852
selimkosif,1,0.008218952905399852
hemingway,1,0.008218952905399852
keat,1,0.008218952905399852
savag,5,0.04109476452699926
occupi,11,0.09040848195939837
chidi,1,0.008218952905399852
rmgn,1,0.008218952905399852
textual,1,0.008218952905399852
maraki,1,0.008218952905399852
phillipian,1,0.008218952905399852
linx,2,0.016437905810799704
jewish,4,0.03287581162159941
retina,2,0.016437905810799704
pastor,1,0.008218952905399852
archaic,1,0.008218952905399852
link,18,0.14794115229719734
ling,1,0.008218952905399852
line,33,0.27122544587819514
talli,1,0.008218952905399852
pjnet,2,0.016437905810799704
impv,1,0.008218952905399852
uctt,1,0.008218952905399852
midday,1,0.008218952905399852
hornet,1,0.008218952905399852
sxc,1,0.008218952905399852
supervisor,2,0.016437905810799704
nationalist,7,0.05753267033779896
armstrong,1,0.008218952905399852
sxl,1,0.008218952905399852
escortalert,34,0.27944439878359495
sxt,1,0.008218952905399852
marklabbett,1,0.008218952905399852
pfe,1,0.008218952905399852
pgfi,1,0.008218952905399852
codex,2,0.016437905810799704
copyr,1,0.008218952905399852
pgff,1,0.008218952905399852
supernatur,1,0.008218952905399852
allnightpomp,1,0.008218952905399852
cgoof,1,0.008218952905399852
ehth,1,0.008218952905399852
sawyer,1,0.008218952905399852
hella,18,0.14794115229719734
walker,2,0.016437905810799704
hello,18,0.14794115229719734
essay,8,0.06575162324319882
code,14,0.11506534067559793
watersh,1,0.008218952905399852
codi,1,0.008218952905399852
renown,1,0.008218952905399852
luxembourg,2,0.016437905810799704
roadsid,1,0.008218952905399852
moon,18,0.14794115229719734
foresthills101,1,0.008218952905399852
send,28,0.23013068135119585
rulerofninebow,1,0.008218952905399852
sens,12,0.09862743486479823
sent,18,0.14794115229719734
fuud,1,0.008218952905399852
garden,14,0.11506534067559793
ytdiamondmin,2,0.016437905810799704
recip,56,0.4602613627023917
recit,3,0.024656858716199558
mcnugget,1,0.008218952905399852
trudeau,3,0.024656858716199558
vehicl,5,0.04109476452699926
irvineproject,1,0.008218952905399852
natur,35,0.2876633516889948
mediterranean,27,0.22191172844579599
cnnx,1,0.008218952905399852
uec,1,0.008218952905399852
snowbal,1,0.008218952905399852
mrmikeygraham,1,0.008218952905399852
cnni,1,0.008218952905399852
uep,1,0.008218952905399852
edwardluca,2,0.016437905810799704
index,1,0.008218952905399852
twink,1,0.008218952905399852
xdsl,1,0.008218952905399852
eurn,1,0.008218952905399852
bird,14,0.11506534067559793
fsgi,1,0.008218952905399852
led,6,0.049313717432399116
lee,3,0.024656858716199558
leg,8,0.06575162324319882
lei,1,0.008218952905399852
docsseri,1,0.008218952905399852
lem,1,0.008218952905399852
len,4,0.03287581162159941
leo,12,0.09862743486479823
let,94,0.7725815731075861
athnico,7,0.05753267033779896
lex,2,0.016437905810799704
residenti,1,0.008218952905399852
shabbat,1,0.008218952905399852
mixcloud,3,0.024656858716199558
cheflif,1,0.008218952905399852
technolog,12,0.09862743486479823
burleson,1,0.008218952905399852
creativelearn,1,0.008218952905399852
rinvolucri,1,0.008218952905399852
capolit,1,0.008218952905399852
sire,1,0.008218952905399852
335,4,0.03287581162159941
siri,1,0.008218952905399852
dwsn,1,0.008218952905399852
siro,1,0.008218952905399852
lovechalleng,1,0.008218952905399852
gauri,1,0.008218952905399852
ambrosellliiiii,1,0.008218952905399852
getup,1,0.008218952905399852
pwer,1,0.008218952905399852
wcugreendot,1,0.008218952905399852
doubl,22,0.18081696391879673
familyholiday,2,0.016437905810799704
capri,1,0.008218952905399852
doubt,3,0.024656858716199558
gcsdsuper,2,0.016437905810799704
commut,1,0.008218952905399852
pmoif,1,0.008218952905399852
schoolwid,1,0.008218952905399852
sharpli,1,0.008218952905399852
xco,1,0.008218952905399852
remingtonaw,1,0.008218952905399852
drill,1,0.008218952905399852
high,38,0.3123202104051944
blvd,6,0.049313717432399116
luster,1,0.008218952905399852
npo,1,0.008218952905399852
npk,1,0.008218952905399852
await,1,0.008218952905399852
notebook,2,0.016437905810799704
nwpruralcrim,1,0.008218952905399852
decisionmak,1,0.008218952905399852
nanci,4,0.03287581162159941
issi,1,0.008218952905399852
issu,19,0.1561601052025972
osgb,1,0.008218952905399852
allot,1,0.008218952905399852
allow,12,0.09862743486479823
vmo,1,0.008218952905399852
vmi,1,0.008218952905399852
vmb,1,0.008218952905399852
vmc,1,0.008218952905399852
vms,1,0.008218952905399852
whattsnrhresu,1,0.008218952905399852
hobbi,1,0.008218952905399852
kshoatzbey,1,0.008218952905399852
puerto,1,0.008218952905399852
realllll,1,0.008218952905399852
lolobrigida,1,0.008218952905399852
hendrikus,1,0.008218952905399852
acidiccyclad,1,0.008218952905399852
kiss,8,0.06575162324319882
mirandacosgrov,1,0.008218952905399852
bar,79,0.6492972795265883
ratan,2,0.016437905810799704
awwapp,1,0.008218952905399852
anyth,14,0.11506534067559793
kpc,1,0.008218952905399852
sargonofakkad,1,0.008218952905399852
yeeeesss,1,0.008218952905399852
rx43,1,0.008218952905399852
karakoiia,1,0.008218952905399852
slickgunscom,1,0.008218952905399852
wander,2,0.016437905810799704
psid,1,0.008218952905399852
wolfman,1,0.008218952905399852
spacestretch,1,0.008218952905399852
cest,2,0.016437905810799704
psix,1,0.008218952905399852
greenwork,1,0.008218952905399852
mardigrasprad,1,0.008218952905399852
schrodingerskit,1,0.008218952905399852
turtl,2,0.016437905810799704
spill,4,0.03287581162159941
davia,2,0.016437905810799704
david,15,0.12328429358099777
glutenfreebeb,1,0.008218952905399852
endors,3,0.024656858716199558
blown,3,0.024656858716199558
456,1,0.008218952905399852
jesus,21,0.1725980110133969
shambl,1,0.008218952905399852
fatigu,1,0.008218952905399852
owner,10,0.08218952905399853
mvis,1,0.008218952905399852
ihg,1,0.008218952905399852
ihe,1,0.008218952905399852
sharon,1,0.008218952905399852
exhal,1,0.008218952905399852
tldsblearn,2,0.016437905810799704
ptie,1,0.008218952905399852
fuckeri,1,0.008218952905399852
interfac,1,0.008218952905399852
norton,1,0.008218952905399852
aegina,5,0.04109476452699926
mathpractic,1,0.008218952905399852
botox,1,0.008218952905399852
steel,2,0.016437905810799704
judicialwatch,1,0.008218952905399852
cicof,1,0.008218952905399852
steep,1,0.008218952905399852
torrent,2,0.016437905810799704
steer,1,0.008218952905399852
powerduo,1,0.008218952905399852
terribl,4,0.03287581162159941
relic,2,0.016437905810799704
seminaryproblem,1,0.008218952905399852
grecoitalian,4,0.03287581162159941
lgeiy,1,0.008218952905399852
soak,1,0.008218952905399852
soad,1,0.008218952905399852
biib,1,0.008218952905399852
fxp,1,0.008218952905399852
discret,1,0.008218952905399852
fxi,2,0.016437905810799704
latina,3,0.024656858716199558
discrep,1,0.008218952905399852
fxe,1,0.008218952905399852
fxg,1,0.008218952905399852
fxf,1,0.008218952905399852
fxa,1,0.008218952905399852
soap,7,0.05753267033779896
fxc,1,0.008218952905399852
soar,1,0.008218952905399852
causespecif,1,0.008218952905399852
empleo,1,0.008218952905399852
vocaloid,1,0.008218952905399852
oakbrookcent,1,0.008218952905399852
oracl,3,0.024656858716199558
medal,1,0.008218952905399852
ambitionsuit,1,0.008218952905399852
rrrrreat,1,0.008218952905399852
chgg,1,0.008218952905399852
toletmyselfgo,1,0.008218952905399852
leaderinm,1,0.008218952905399852
asylum,12,0.09862743486479823
hypolitomiryam,1,0.008218952905399852
nobelist,1,0.008218952905399852
buzzinggggggg,1,0.008218952905399852
illumina,2,0.016437905810799704
hopi,1,0.008218952905399852
suppos,12,0.09862743486479823
bourbon,2,0.016437905810799704
hope,72,0.5917646091887894
insight,10,0.08218952905399853
cyberbulli,1,0.008218952905399852
divadnitram,1,0.008218952905399852
dishearten,1,0.008218952905399852
news10nbc,1,0.008218952905399852
reid,1,0.008218952905399852
galvan,1,0.008218952905399852
candycer,1,0.008218952905399852
gardenhillselem,1,0.008218952905399852
evolfood,1,0.008218952905399852
temporarili,2,0.016437905810799704
8forworldchamp,2,0.016437905810799704
superhero,2,0.016437905810799704
dallingtontdsb,1,0.008218952905399852
filmhist16,2,0.016437905810799704
outtak,1,0.008218952905399852
kokoretsi,1,0.008218952905399852
email,27,0.22191172844579599
rycey,1,0.008218952905399852
dislik,4,0.03287581162159941
skopelo,1,0.008218952905399852
belinda,1,0.008218952905399852
newsnet,1,0.008218952905399852
ecoc2021,1,0.008218952905399852
drum,1,0.008218952905399852
drug,5,0.04109476452699926
jodi,2,0.016437905810799704
aegn,1,0.008218952905399852
grandadsghost,1,0.008218952905399852
cj,1,0.008218952905399852
ci,2,0.016437905810799704
ch,5,0.04109476452699926
co,11,0.09040848195939837
cn,1,0.008218952905399852
cm,8,0.06575162324319882
cl,5,0.04109476452699926
573,5,0.04109476452699926
cb,3,0.024656858716199558
ca,22,0.18081696391879673
570,6,0.049313717432399116
revamp,1,0.008218952905399852
ce,13,0.10684638777019807
migrant,20,0.16437905810799705
arugula,1,0.008218952905399852
cz,1,0.008218952905399852
cy,1,0.008218952905399852
cx,1,0.008218952905399852
cs,4,0.03287581162159941
cr,3,0.024656858716199558
cp,4,0.03287581162159941
cw,2,0.016437905810799704
ct,7,0.05753267033779896
pdchina,1,0.008218952905399852
quotat,2,0.016437905810799704
eldridg,1,0.008218952905399852
feliz,1,0.008218952905399852
hottest,6,0.049313717432399116
2018,2,0.016437905810799704
yahtze,1,0.008218952905399852
adob,1,0.008218952905399852
atlanti,1,0.008218952905399852
ador,6,0.049313717432399116
c1,1,0.008218952905399852
c7,1,0.008218952905399852
decad,10,0.08218952905399853
c4,1,0.008218952905399852
therefor,1,0.008218952905399852
laser,1,0.008218952905399852
ounz,1,0.008218952905399852
peristeri,2,0.016437905810799704
bellyd,1,0.008218952905399852
ounc,3,0.024656858716199558
toluen,1,0.008218952905399852
peterprentic,1,0.008218952905399852
sttb,1,0.008218952905399852
rndi,1,0.008218952905399852
oliviagrac,1,0.008218952905399852
rnds,1,0.008218952905399852
atightdressev,1,0.008218952905399852
staffordshir,1,0.008218952905399852
encompass,1,0.008218952905399852
aigina,1,0.008218952905399852
jenner,2,0.016437905810799704
bishop,3,0.024656858716199558
mydon,1,0.008218952905399852
ushercollier,1,0.008218952905399852
tmjnycsal,1,0.008218952905399852
phk,1,0.008218952905399852
phi,4,0.03287581162159941
ball,11,0.09040848195939837
pho,1,0.008218952905399852
bali,2,0.016437905810799704
polymatsu,1,0.008218952905399852
bale,1,0.008218952905399852
bald,1,0.008218952905399852
phg,1,0.008218952905399852
phd,3,0.024656858716199558
hangman,1,0.008218952905399852
dust,6,0.049313717432399116
balt,1,0.008218952905399852
pht,1,0.008218952905399852
omgomgomg,1,0.008218952905399852
ferrament,1,0.008218952905399852
colour,7,0.05753267033779896
s20,1,0.008218952905399852
command,7,0.05753267033779896
glux,1,0.008218952905399852
xec,1,0.008218952905399852
xel,1,0.008218952905399852
loeb,1,0.008218952905399852
gluu,1,0.008218952905399852
antichristian,3,0.024656858716199558
geller,1,0.008218952905399852
xes,1,0.008218952905399852
martingarrix,1,0.008218952905399852
mcmcomiccon,1,0.008218952905399852
hilltopesaacp,1,0.008218952905399852
tdread,1,0.008218952905399852
bnft,1,0.008218952905399852
magnifi,1,0.008218952905399852
mhk,1,0.008218952905399852
onion,3,0.024656858716199558
mhg,1,0.008218952905399852
morganafreya,1,0.008218952905399852
crise,2,0.016437905810799704
bigotri,1,0.008218952905399852
crisi,16,0.13150324648639763
opioid,1,0.008218952905399852
habitat,4,0.03287581162159941
thief,1,0.008218952905399852
conservat,2,0.016437905810799704
guarante,4,0.03287581162159941
ballot,2,0.016437905810799704
thiev,1,0.008218952905399852
transport,3,0.024656858716199558
feder,7,0.05753267033779896
avoid,2,0.016437905810799704
mkgaf,1,0.008218952905399852
neelix,1,0.008218952905399852
skopjiansgriechenland,1,0.008218952905399852
stage,5,0.04109476452699926
sister,13,0.10684638777019807
seedi,1,0.008218952905399852
y2amoffici,1,0.008218952905399852
mercnew,1,0.008218952905399852
danoy,1,0.008218952905399852
sander,1,0.008218952905399852
stamina,1,0.008218952905399852
slovakia,9,0.07397057614859867
function,5,0.04109476452699926
txsecurityg,1,0.008218952905399852
uniquegift,1,0.008218952905399852
refugeesupp,1,0.008218952905399852
wday,1,0.008218952905399852
count,14,0.11506534067559793
veget,3,0.024656858716199558
ne2k16,1,0.008218952905399852
h28m02s,24,0.19725486972959647
smooth,7,0.05753267033779896
ccss,1,0.008218952905399852
unnot,1,0.008218952905399852
manasquan,1,0.008218952905399852
regram,1,0.008218952905399852
freshfish,1,0.008218952905399852
spchb,1,0.008218952905399852
gr55,1,0.008218952905399852
fitbit,3,0.024656858716199558
mhrmi,1,0.008218952905399852
hpq,1,0.008218952905399852
hpj,1,0.008218952905399852
hpi,1,0.008218952905399852
varieti,5,0.04109476452699926
hpc,1,0.008218952905399852
hpf,1,0.008218952905399852
hpe,1,0.008218952905399852
francisco,1,0.008218952905399852
lmns,1,0.008218952905399852
8392,2,0.016437905810799704
oxidayfnd,3,0.024656858716199558
badass,2,0.016437905810799704
unxl,1,0.008218952905399852
pension,7,0.05753267033779896
tryout,6,0.049313717432399116
discoveringnewplac,1,0.008218952905399852
woahltsjona,1,0.008218952905399852
stuartpsteven,1,0.008218952905399852
upsid,1,0.008218952905399852
dist,1,0.008218952905399852
oldest,4,0.03287581162159941
readingfc,1,0.008218952905399852
dodecanes,5,0.04109476452699926
lndc,1,0.008218952905399852
restock,1,0.008218952905399852
ilysm,1,0.008218952905399852
annunci,1,0.008218952905399852
ptc,2,0.016437905810799704
thesleepyelit,1,0.008218952905399852
manic,2,0.016437905810799704
fdml,1,0.008218952905399852
upload,6,0.049313717432399116
myway,1,0.008218952905399852
fdmf,2,0.016437905810799704
yougurt,2,0.016437905810799704
undervalu,1,0.008218952905399852
grandrapidspd,1,0.008218952905399852
jw4926,1,0.008218952905399852
dise,1,0.008218952905399852
deutsch,4,0.03287581162159941
dish,42,0.3451960220267938
mpeg,2,0.016437905810799704
jessmacha,1,0.008218952905399852
mpel,1,0.008218952905399852
near,20,0.16437905810799705
mpet,1,0.008218952905399852
gamedev,1,0.008218952905399852
novinha,1,0.008218952905399852
greenlifetm,2,0.016437905810799704
wordpart,1,0.008218952905399852
pluto,5,0.04109476452699926
pursuit,3,0.024656858716199558
pleasur,5,0.04109476452699926
olftcdsb,1,0.008218952905399852
vogu,2,0.016437905810799704
bgmzf,1,0.008218952905399852
goddamnit,1,0.008218952905399852
smoke,9,0.07397057614859867
studi,30,0.24656858716199553
akg,1,0.008218952905399852
sballla,1,0.008218952905399852
eskilbara,1,0.008218952905399852
fournier,1,0.008218952905399852
foodtruckfriday,1,0.008218952905399852
atrium,1,0.008218952905399852
palestinian,2,0.016437905810799704
lorri,1,0.008218952905399852
minstrel,1,0.008218952905399852
pschannel,1,0.008218952905399852
enyoathom,2,0.016437905810799704
publictheaterni,1,0.008218952905399852
dbdfilm,1,0.008218952905399852
chilli,3,0.024656858716199558
jordyn,1,0.008218952905399852
reign,1,0.008218952905399852
wwestm,1,0.008218952905399852
shame,15,0.12328429358099777
pierc,4,0.03287581162159941
grover,3,0.024656858716199558
thd,1,0.008218952905399852
mechanim,1,0.008218952905399852
maaaaani,1,0.008218952905399852
goeag,1,0.008218952905399852
serpent,1,0.008218952905399852
bennett,3,0.024656858716199558
twcsportsni,1,0.008218952905399852
rpai,1,0.008218952905399852
goff,1,0.008218952905399852
dippest,1,0.008218952905399852
corvett,1,0.008218952905399852
morbid,1,0.008218952905399852
vocaroo,1,0.008218952905399852
debaucheri,1,0.008218952905399852
bouillabaiss,1,0.008218952905399852
recogn,2,0.016437905810799704
bday,4,0.03287581162159941
stefani,1,0.008218952905399852
stefano,5,0.04109476452699926
tatuaj,1,0.008218952905399852
darkkat,1,0.008218952905399852
bookblog,1,0.008218952905399852
lqmt,1,0.008218952905399852
wknd,1,0.008218952905399852
greet,16,0.13150324648639763
detent,2,0.016437905810799704
greek,4380,35.99901372565135
green,95,0.7808005260129859
greec,3001,24.665077669104956
greed,1,0.008218952905399852
consent,1,0.008218952905399852
fundrais,7,0.05753267033779896
zen,1,0.008218952905399852
istion,1,0.008218952905399852
toddi,1,0.008218952905399852
zet,1,0.008218952905399852
medusa,5,0.04109476452699926
mayor,5,0.04109476452699926
hbio,1,0.008218952905399852
rcsdread,1,0.008218952905399852
denver,1,0.008218952905399852
offic,28,0.23013068135119585
roland,1,0.008218952905399852
theo,1,0.008218952905399852
them,1,0.008218952905399852
fragment,2,0.016437905810799704
thee,1,0.008218952905399852
euturkeyd,6,0.049313717432399116
ther,3,0.024656858716199558
raenielmusikero,1,0.008218952905399852
mrns,1,0.008218952905399852
homeinsur,1,0.008218952905399852
ormon,1,0.008218952905399852
tcspf4247919392dc019d5835d76535db9aa,2,0.016437905810799704
crimea,3,0.024656858716199558
hostel,2,0.016437905810799704
amptmn,1,0.008218952905399852
wgl,1,0.008218952905399852
5000000,2,0.016437905810799704
cathtyldesley,1,0.008218952905399852
yakimix,6,0.049313717432399116
wgp,1,0.008218952905399852
monro,1,0.008218952905399852
compainion,1,0.008218952905399852
monolitho,2,0.016437905810799704
crws,1,0.008218952905399852
crwn,1,0.008218952905399852
boardalison,1,0.008218952905399852
ohitsc,1,0.008218952905399852
angl,1,0.008218952905399852
angi,1,0.008218952905399852
emkr,1,0.008218952905399852
migpol,1,0.008218952905399852
baltic,6,0.049313717432399116
catherinemesick,1,0.008218952905399852
lordregui,1,0.008218952905399852
boostedbori,1,0.008218952905399852
airi,2,0.016437905810799704
airm,1,0.008218952905399852
lvnta,1,0.008218952905399852
ritacalvario,2,0.016437905810799704
langarmbodi,1,0.008218952905399852
luncheon,2,0.016437905810799704
orphanag,1,0.008218952905399852
tavern,1,0.008218952905399852
iraklion,1,0.008218952905399852
hellerman,1,0.008218952905399852
fandom,4,0.03287581162159941
salvat,2,0.016437905810799704
strength,1,0.008218952905399852
alleanzaradioshow,1,0.008218952905399852
ypf,1,0.008218952905399852
whenc,1,0.008218952905399852
magnum,4,0.03287581162159941
nationalhoneyweek,1,0.008218952905399852
cynk,1,0.008218952905399852
rodham,1,0.008218952905399852
batigoal77,1,0.008218952905399852
jeffreestar,1,0.008218952905399852
notion,1,0.008218952905399852
frimleyhealth,2,0.016437905810799704
brief,5,0.04109476452699926
d9,2,0.016437905810799704
d6,1,0.008218952905399852
d2,1,0.008218952905399852
d3,1,0.008218952905399852
caria,3,0.024656858716199558
mustacherid,1,0.008218952905399852
skye,1,0.008218952905399852
skyy,1,0.008218952905399852
skyr,1,0.008218952905399852
skyw,1,0.008218952905399852
dn,1,0.008218952905399852
dl,2,0.016437905810799704
dm,2,0.016437905810799704
dj,12,0.09862743486479823
dk,1,0.008218952905399852
vsat,1,0.008218952905399852
di,8,0.06575162324319882
df,2,0.016437905810799704
dg,2,0.016437905810799704
dd,1,0.008218952905399852
de,35,0.2876633516889948
db,1,0.008218952905399852
dc,4,0.03287581162159941
da,6,0.049313717432399116
watson,1,0.008218952905399852
dx,2,0.016437905810799704
dv,1,0.008218952905399852
dw,1,0.008218952905399852
dt,5,0.04109476452699926
du,1,0.008218952905399852
dr,23,0.1890359168241966
ds,2,0.016437905810799704
dp,1,0.008218952905399852
dq,1,0.008218952905399852
icld,1,0.008218952905399852
christian,23,0.1890359168241966
iclr,1,0.008218952905399852
dotasti,1,0.008218952905399852
esquiresouvlaki,1,0.008218952905399852
vijayrupanibjp,1,0.008218952905399852
gentleman,1,0.008218952905399852
accord,10,0.08218952905399853
emigr,1,0.008218952905399852
operationchristmaschild,3,0.024656858716199558
